employee_id,age,gender,department,job_role,education,years_at_company,monthly_salary,performance_rating,satisfaction_score,work_life_balance,overtime,attrition,last_promotion_years_ago
EMP-2160,46,Male,Finance,Financial Analyst,Master's,12,96867,1,1.6,2,0,0,0
EMP-2161,25,Female,Operations,Supply Chain Analyst,Bachelor's,1,77306,2,2.8,3,1,0,0
EMP-2162,58,Male,Engineering,DevOps,Bachelor's,13,117132,2,4.0,3,0,0,12
EMP-2163,43,Female,HR,HR Manager,Master's,14,74306,3,1.4,2,1,0,13
EMP-2164,37,Male,Marketing,Content Strategist,Bachelor's,15,69932,3,4.2,1,1,1,1
EMP-2165,33,Male,Engineering,DevOps,Bachelor's,7,121945,2,2.8,2,0,0,3
EMP-2166,59,Female,Marketing,Content Strategist,Master's,11,105272,4,3.1,1,0,0,4
EMP-2167,56,Male,HR,Recruiter,Bachelor's,9,74261,2,2.0,2,0,0,2
EMP-2168,40,Male,Engineering,DevOps,Bachelor's,14,400482,2,3.2,1,1,0,13
EMP-2169,23,Male,Sales,Sales Rep,Master's,2,90430,1,4.2,4,1,0,1
EMP-2170,34,Male,HR,HR Manager,Bachelor's,8,66120,2,2.0,5,0,0,6
EMP-2171,59,Female,Finance,Financial Analyst,Bachelor's,18,117445,1,2.0,2,0,1,7
EMP-2172,50,Male,Operations,Operations Manager,Bachelor's,2,47946,1,1.7,1,0,1,2
EMP-2173,44,Male,Finance,CFO,Master's,5,82818,1,4.3,1,1,0,5
EMP-2174,45,Female,Marketing,Content Strategist,Bachelor's,14,67828,4,4.5,5,0,0,1
EMP-2175,32,Male,Operations,Supply Chain Analyst,Bachelor's,0,77624,1,3.3,1,0,0,0
EMP-2176,44,Male,Operations,Logistics Coordinator,Bachelor's,11,75491,5,1.1,1,0,0,3
EMP-2177,42,Male,HR,Recruiter,High School,4,42821,2,3.5,3,0,0,0
EMP-2178,22,Female,Marketing,Marketing Analyst,Master's,0,103724,1,4.8,2,0,0,0
EMP-2179,26,Male,Engineering,Software Engineer,PhD,2,82114,2,3.4,3,1,0,1
EMP-2180,23,Female,Engineering,Data Engineer,Master's,2,109965,2,3.5,1,0,0,2
EMP-2181,57,Male,Operations,Logistics Coordinator,Master's,10,67133,2,1.1,2,1,0,3
EMP-2182,45,Female,Sales,Sales Rep,Bachelor's,13,86275,3,3.2,4,0,1,1
EMP-2183,59,Male,Finance,Financial Analyst,Master's,4,61799,5,2.5,4,0,0,4
EMP-2184,54,Female,Marketing,Marketing Analyst,Master's,16,115457,5,3.2,2,0,0,16
EMP-2185,52,Male,Sales,Account Manager,Master's,20,77948,1,1.9,2,1,0,5
EMP-2186,28,Male,Marketing,SEO Specialist,Bachelor's,5,53455,2,4.5,5,0,0,2
EMP-2187,22,Male,Sales,Sales Manager,High School,1,65037,2,3.7,1,0,0,0
EMP-2188,28,Male,Finance,Financial Analyst,Bachelor's,3,102574,3,1.2,2,1,0,1
EMP-2189,43,Female,Marketing,Marketing Analyst,Master's,9,96913,3,1.1,1,1,0,2
EMP-2190,27,Female,Operations,Supply Chain Analyst,Master's,5,84326,2,4.4,4,0,0,5
EMP-2191,25,Female,Marketing,Marketing Analyst,Master's,1,57549,4,3.5,3,0,0,1
EMP-2192,24,Male,Marketing,Marketing Analyst,Master's,2,69794,4,1.4,2,0,0,2
EMP-2193,49,Male,HR,HR Manager,Master's,15,59092,2,2.6,5,0,0,2
EMP-2194,49,Male,HR,HR Coordinator,PhD,8,61954,2,2.1,4,0,0,8
EMP-2195,46,Male,Sales,Sales Manager,Bachelor's,13,75525,3,2.4,2,0,0,6
EMP-2196,36,Male,Finance,CFO,Bachelor's,13,86264,3,2.2,1,0,0,7
EMP-2197,56,Female,HR,HR Coordinator,Master's,6,70731,2,3.1,2,0,0,4
EMP-2198,42,Female,Operations,Operations Manager,Bachelor's,20,81294,4,1.4,4,0,0,17
EMP-2199,42,Female,Finance,Accountant,Bachelor's,19,117892,4,4.1,5,0,0,18
EMP-2200,35,Female,Operations,Logistics Coordinator,Master's,0,75127,4,3.8,2,0,0,0
EMP-2201,50,Male,Operations,Operations Manager,Master's,2,79487,4,1.2,2,0,0,0
EMP-2202,40,Female,Marketing,SEO Specialist,Bachelor's,17,80874,3,1.1,5,0,0,7
EMP-2203,57,Female,Marketing,SEO Specialist,Bachelor's,13,85387,2,4.7,2,0,0,6
EMP-2204,38,Male,Sales,Sales Manager,Bachelor's,1,65018,4,1.5,5,1,0,1
EMP-2205,29,Female,Operations,Operations Manager,Master's,2,48247,5,4.8,1,0,0,1
EMP-2206,26,Male,Operations,Logistics Coordinator,Bachelor's,0,78308,3,4.0,3,1,0,0
EMP-2207,39,Male,Sales,Account Manager,Master's,6,60802,4,4.8,3,0,1,6
EMP-2208,24,Female,HR,HR Coordinator,Master's,0,61902,4,3.3,3,1,0,0
EMP-2209,55,Male,Sales,Sales Manager,Master's,14,80868,1,3.6,3,0,0,7
EMP-2210,37,Female,Engineering,Software Engineer,Master's,13,87372,3,2.3,5,1,0,8
EMP-2211,26,Female,Marketing,Marketing Analyst,Bachelor's,0,83249,5,3.5,2,0,0,0
EMP-2212,34,Female,Engineering,Data Engineer,Bachelor's,4,117342,1,4.0,4,0,0,1
EMP-2213,54,Male,Finance,Financial Analyst,Master's,15,91728,4,3.8,1,1,0,9
EMP-2214,37,Male,Sales,Sales Manager,High School,1,78689,2,3.9,5,0,0,1
EMP-2215,51,Female,Sales,Sales Manager,Master's,15,81243,2,3.9,4,1,0,10
EMP-2216,25,Female,HR,HR Manager,Bachelor's,0,61784,2,1.3,1,0,1,0
EMP-2217,23,Male,Marketing,Content Strategist,Master's,1,98645,4,2.8,4,0,0,0
EMP-2218,44,Male,Finance,Accountant,Master's,11,88200,3,1.4,3,0,0,1
EMP-2219,32,Male,Finance,CFO,Bachelor's,5,63525,1,4.9,4,0,0,0
EMP-2220,47,Female,Marketing,Content Strategist,Bachelor's,11,67438,4,1.1,4,0,1,9
EMP-2221,30,Female,Finance,Financial Analyst,Bachelor's,6,117801,2,3.6,4,0,0,1
EMP-2222,26,Male,Finance,CFO,Master's,2,97958,5,4.7,3,1,0,2
EMP-2223,54,Female,Finance,Financial Analyst,Bachelor's,2,78241,4,1.3,3,0,0,2
EMP-2224,48,Female,Operations,Operations Manager,PhD,20,78594,3,2.9,2,0,1,9
EMP-2225,46,Male,HR,HR Coordinator,Bachelor's,13,96778,3,2.3,2,1,0,11
EMP-2226,29,Male,Finance,Accountant,Bachelor's,3,107172,4,4.2,3,0,0,0
EMP-2227,31,Male,Operations,Logistics Coordinator,Bachelor's,2,77855,5,4.6,3,0,0,0
EMP-2228,26,Female,HR,HR Coordinator,Bachelor's,2,79130,3,3.2,4,0,0,1
EMP-2229,35,Male,Marketing,Marketing Analyst,Bachelor's,2,83151,1,2.2,4,0,0,0
EMP-2230,29,Male,HR,Recruiter,Master's,5,46497,4,4.2,4,0,0,4
EMP-2231,29,Male,Operations,Operations Manager,Bachelor's,6,89786,4,4.4,2,0,0,4
EMP-2232,41,Male,HR,HR Manager,Bachelor's,1,56443,2,1.5,4,0,0,1
EMP-2233,24,Male,Finance,Financial Analyst,PhD,0,73966,5,3.0,3,0,0,0
EMP-2234,32,Male,Engineering,Data Engineer,Bachelor's,10,127220,1,2.4,2,1,0,8
EMP-2235,37,Female,Marketing,SEO Specialist,PhD,16,82426,1,4.9,1,0,0,5
EMP-2236,44,Female,Operations,Supply Chain Analyst,PhD,7,94340,1,2.2,5,0,0,3
EMP-2237,49,Female,Sales,Sales Manager,Bachelor's,2,75738,5,3.5,3,0,0,1
EMP-2238,40,Male,Operations,Operations Manager,Bachelor's,15,115084,5,4.1,1,0,0,2
EMP-2239,31,Male,Finance,Financial Analyst,Master's,0,89367,1,1.5,5,0,0,0
EMP-2240,53,Female,HR,HR Coordinator,Master's,13,91917,4,1.1,3,1,0,3
EMP-2241,46,Male,Marketing,Content Strategist,Bachelor's,1,73877,1,3.2,5,0,0,1
EMP-2242,44,Female,Finance,Accountant,Bachelor's,8,70974,2,4.7,4,0,0,2
EMP-2243,37,Male,HR,HR Manager,Bachelor's,14,73737,1,1.9,4,0,0,11
EMP-2244,53,Male,Marketing,Marketing Analyst,Bachelor's,14,83111,4,1.0,5,1,0,0
EMP-2245,22,Female,Operations,Operations Manager,Bachelor's,0,81708,2,2.0,5,0,0,0
EMP-2246,24,Female,Engineering,QA Engineer,Bachelor's,2,100014,2,2.0,3,0,0,2
EMP-2247,27,Male,Engineering,Data Engineer,Bachelor's,1,112523,3,4.7,3,1,0,0
EMP-2248,28,Male,Marketing,Content Strategist,Master's,5,98842,3,2.0,2,0,0,0
EMP-2249,47,Male,Engineering,DevOps,Master's,14,164748,5,2.9,4,0,0,2
EMP-2250,57,Female,Marketing,Content Strategist,Bachelor's,8,62464,1,4.8,1,0,0,2
EMP-2251,48,Male,Sales,Account Manager,Bachelor's,6,67254,5,4.6,1,0,1,5
EMP-2252,40,Female,Finance,Accountant,Bachelor's,2,88627,5,4.1,2,0,0,2
EMP-2253,28,Female,Marketing,Content Strategist,Bachelor's,4,97311,2,2.8,2,0,0,3
EMP-2254,46,Male,Engineering,Software Engineer,Bachelor's,11,106844,2,1.9,3,0,0,5
EMP-2255,30,Male,Sales,Sales Manager,Master's,3,68600,4,1.8,3,1,0,3
EMP-2256,31,Male,Sales,Sales Manager,Bachelor's,2,88066,4,3.1,5,0,0,1
EMP-2257,40,Male,HR,HR Manager,Bachelor's,14,58923,2,4.2,4,0,0,8
EMP-2258,58,Male,Sales,Account Manager,Bachelor's,0,84817,1,4.7,5,0,0,0
EMP-2259,23,Female,Engineering,DevOps,Bachelor's,2,146581,1,2.4,3,0,0,1
EMP-2260,46,Male,Engineering,Software Engineer,Bachelor's,5,123832,1,2.4,1,0,0,5
EMP-2261,52,Female,Engineering,DevOps,Bachelor's,11,121667,4,4.6,2,1,0,1
EMP-2262,36,Female,Marketing,SEO Specialist,Bachelor's,7,99620,1,1.1,1,0,0,5
EMP-2263,24,Female,Engineering,QA Engineer,Master's,3,118364,3,4.0,2,0,0,0
EMP-2264,57,Male,Finance,Accountant,Master's,11,75300,1,4.6,3,1,0,10
EMP-2265,41,Male,Marketing,Marketing Analyst,Bachelor's,4,76429,5,1.9,5,0,0,3
EMP-2266,49,Female,Engineering,QA Engineer,Master's,11,104166,4,3.0,2,0,0,11
EMP-2267,22,Male,Operations,Operations Manager,Master's,1,61001,1,3.6,4,0,0,1
EMP-2268,48,Female,Engineering,DevOps,Bachelor's,6,145107,2,2.8,2,1,1,2
EMP-2269,49,Male,Marketing,Content Strategist,Master's,13,95418,4,4.9,4,1,0,9
EMP-2270,34,Female,Operations,Supply Chain Analyst,Bachelor's,5,82715,5,3.3,3,0,0,2
EMP-2271,47,Male,Sales,Sales Manager,Bachelor's,14,72406,3,4.1,4,0,0,8
EMP-2272,57,Male,Marketing,Marketing Analyst,Master's,6,58132,5,4.3,2,1,0,4
EMP-2273,52,Female,Marketing,SEO Specialist,Bachelor's,1,75230,4,4.9,2,0,0,0
EMP-2274,27,Female,Engineering,DevOps,PhD,1,100620,1,1.4,3,1,0,1
EMP-2275,57,Female,HR,Recruiter,Master's,13,96090,2,3.3,3,0,1,4
EMP-2276,49,Female,Marketing,Content Strategist,Bachelor's,14,82164,2,1.8,1,0,0,9
EMP-2277,33,Male,Engineering,DevOps,Master's,8,121857,3,1.9,1,0,0,8
EMP-2278,49,Male,Sales,Account Manager,Bachelor's,15,83984,2,1.1,3,0,0,11
EMP-2279,58,Female,HR,HR Coordinator,Master's,15,60208,2,4.6,5,0,0,11
EMP-2280,36,Male,HR,HR Coordinator,Bachelor's,12,69936,3,3.0,4,1,0,6
EMP-2281,29,Female,Finance,Accountant,Bachelor's,4,69466,4,1.5,2,0,0,4
EMP-2282,24,Female,Engineering,Software Engineer,Master's,2,284393,4,3.8,4,1,0,2
EMP-2283,46,Male,Finance,Accountant,Bachelor's,7,124398,2,1.4,4,0,0,3
EMP-2284,45,Female,Sales,Sales Manager,Bachelor's,19,107080,3,2.5,5,1,0,1
EMP-2285,54,Male,Sales,Account Manager,Master's,19,113587,4,4.1,4,0,0,7
EMP-2286,39,Female,Engineering,DevOps,Bachelor's,15,173919,4,3.9,4,0,0,2
EMP-2287,45,Male,HR,HR Coordinator,Master's,5,44560,5,2.5,1,0,0,2
EMP-2288,36,Female,Marketing,SEO Specialist,Bachelor's,7,95015,1,2.5,5,1,0,7
EMP-2289,27,Female,Operations,Operations Manager,Master's,3,57622,2,4.5,3,0,0,2
EMP-2290,23,Male,Engineering,QA Engineer,Bachelor's,1,120269,5,3.7,5,0,0,0
EMP-2291,45,Female,Sales,Sales Manager,Master's,7,73548,1,2.5,4,1,0,4
EMP-2292,48,Female,HR,HR Coordinator,Master's,6,57446,4,1.3,1,0,0,3
EMP-2293,31,Female,Finance,CFO,PhD,2,63688,5,3.7,5,0,0,0
EMP-2294,36,Male,Marketing,SEO Specialist,Bachelor's,1,58114,3,3.5,1,0,0,1
EMP-2295,43,Female,Engineering,Data Engineer,Master's,17,158348,2,2.8,2,1,1,8
EMP-2296,58,Male,Finance,Financial Analyst,Bachelor's,20,90304,3,3.6,1,0,1,18
EMP-2297,34,Female,HR,HR Coordinator,Master's,4,53537,3,3.3,2,1,0,2
EMP-2298,36,Female,HR,HR Coordinator,PhD,8,56544,4,1.4,1,0,0,8
EMP-2299,38,Female,Finance,CFO,Bachelor's,2,73860,4,4.5,4,0,0,0
EMP-2300,34,Male,Marketing,SEO Specialist,High School,10,114316,2,3.6,2,0,0,0
EMP-2301,22,Male,HR,Recruiter,Master's,1,54915,2,3.5,5,0,0,0
EMP-2302,49,Female,Operations,Operations Manager,Master's,13,83824,1,1.5,3,0,0,12
EMP-2303,24,Male,Sales,Sales Manager,Bachelor's,3,72359,5,4.8,3,1,0,2
EMP-2304,24,Male,Marketing,SEO Specialist,Bachelor's,3,88669,5,3.2,1,0,0,2
EMP-2305,31,Male,HR,HR Coordinator,Bachelor's,3,71172,2,3.2,1,0,0,1
EMP-2306,54,Male,Engineering,QA Engineer,Master's,7,86943,4,2.0,1,0,0,7
EMP-2307,32,Female,Marketing,Content Strategist,Bachelor's,3,84320,5,4.9,2,1,0,0
EMP-2308,34,Female,HR,Recruiter,High School,3,67225,3,2.4,1,0,0,3
EMP-2309,59,Male,Marketing,Marketing Analyst,Master's,13,102274,3,1.6,3,0,0,12
EMP-2310,38,Male,Engineering,Data Engineer,Bachelor's,15,483768,4,1.9,1,1,0,1
EMP-2311,41,Female,Engineering,QA Engineer,PhD,10,100583,2,3.8,4,0,0,5
EMP-2312,38,Male,Finance,Financial Analyst,Master's,10,128172,1,3.1,3,0,0,1
EMP-2313,28,Male,Engineering,Software Engineer,Bachelor's,0,82325,5,3.9,1,1,0,0
EMP-2314,37,Female,HR,HR Coordinator,Bachelor's,11,57700,4,2.9,4,0,0,9
EMP-2315,41,Female,Marketing,Content Strategist,Bachelor's,10,70115,5,3.5,2,0,0,10
EMP-2316,26,Male,Engineering,QA Engineer,Bachelor's,1,94966,4,4.1,4,1,0,1
EMP-2317,57,Male,Sales,Sales Rep,PhD,1,46430,5,2.0,3,1,1,1
EMP-2318,45,Male,Operations,Operations Manager,Bachelor's,0,56699,4,1.0,4,0,0,0
EMP-2319,42,Male,Marketing,Marketing Analyst,Master's,17,104841,5,1.3,2,0,0,0
EMP-2320,34,Female,Engineering,DevOps,Bachelor's,9,87868,5,4.3,2,0,0,9
EMP-2321,48,Male,Finance,Financial Analyst,High School,7,99676,3,1.9,3,1,0,0
EMP-2322,24,Male,Marketing,Marketing Analyst,Master's,0,54345,1,1.1,2,0,0,0
EMP-2323,48,Male,Marketing,SEO Specialist,High School,5,66282,2,4.1,2,0,0,3
EMP-2324,49,Male,HR,HR Coordinator,Bachelor's,10,77010,3,2.1,1,0,0,7
EMP-2325,48,Female,HR,Recruiter,Bachelor's,16,101280,3,2.5,3,1,0,11
EMP-2326,47,Female,Sales,Account Manager,Bachelor's,20,100336,5,1.3,1,0,0,0
EMP-2327,34,Female,Engineering,DevOps,Bachelor's,8,115850,4,3.6,4,1,0,2
EMP-2328,50,Female,Operations,Operations Manager,Master's,10,109947,1,4.4,1,0,0,4
EMP-2329,45,Male,Marketing,Marketing Analyst,Master's,18,120240,2,4.5,3,1,1,6
EMP-2330,39,Male,Engineering,Software Engineer,Master's,6,155101,5,4.9,4,0,0,6
EMP-2331,48,Male,Operations,Operations Manager,Master's,5,68575,1,1.3,3,0,0,3
EMP-2332,31,Male,HR,HR Coordinator,Bachelor's,8,58077,3,2.9,2,0,0,0
EMP-2333,43,Male,Engineering,Data Engineer,Bachelor's,10,130807,3,3.5,5,0,0,0
EMP-2334,58,Female,Engineering,Data Engineer,PhD,9,277909,3,4.1,2,1,0,3
EMP-2335,41,Female,HR,HR Manager,Bachelor's,12,89343,3,4.5,1,0,0,4
EMP-2336,54,Female,HR,Recruiter,Bachelor's,13,66046,1,3.0,5,0,0,11
EMP-2337,37,Male,Finance,CFO,PhD,16,114428,3,2.9,5,0,0,7
EMP-2338,27,Female,Engineering,QA Engineer,High School,5,119554,4,2.9,1,1,0,0
EMP-2339,50,Female,Marketing,SEO Specialist,Master's,4,88932,3,2.0,3,0,0,4
EMP-2340,48,Male,HR,Recruiter,Bachelor's,4,76822,1,3.5,2,0,0,4
EMP-2341,44,Male,Engineering,Data Engineer,Bachelor's,14,129601,1,1.3,1,1,0,0
EMP-2342,59,Female,Sales,Sales Manager,Master's,11,67975,3,2.4,1,0,0,4
EMP-2343,47,Female,Sales,Account Manager,Master's,3,88226,4,4.2,2,0,1,1
EMP-2344,41,Male,Engineering,Software Engineer,Bachelor's,19,473416,3,4.9,2,1,0,14
EMP-2345,30,Male,Sales,Sales Manager,Bachelor's,5,58272,3,3.3,4,1,0,3
EMP-2346,40,Male,Finance,Financial Analyst,Bachelor's,5,95474,1,2.5,4,0,0,1
EMP-2347,24,Female,Engineering,DevOps,Master's,1,93112,5,1.2,3,1,0,0
EMP-2348,39,Female,Engineering,Software Engineer,High School,4,156222,1,2.3,5,1,0,3
EMP-2349,45,Male,Operations,Logistics Coordinator,Bachelor's,17,105735,5,2.4,2,1,0,2
EMP-2350,47,Male,Engineering,QA Engineer,Master's,12,345497,3,3.7,5,1,0,10
EMP-2351,42,Male,Operations,Operations Manager,Bachelor's,16,112735,5,3.1,5,0,0,16
EMP-2352,27,Female,Marketing,Marketing Analyst,Bachelor's,1,84351,1,4.9,2,0,0,1
EMP-2353,48,Female,HR,HR Coordinator,Bachelor's,7,53180,4,4.0,5,0,0,6
EMP-2354,58,Female,HR,Recruiter,Master's,6,65907,4,1.6,1,0,0,1
EMP-2355,36,Male,Sales,Account Manager,Bachelor's,8,68948,5,3.5,3,1,1,6
EMP-2356,29,Female,Sales,Sales Rep,Master's,2,62169,4,3.6,2,0,0,1
EMP-2357,46,Male,Operations,Operations Manager,Bachelor's,11,93862,2,2.4,1,0,0,0
EMP-2358,54,Male,Finance,Accountant,Bachelor's,11,117050,3,4.9,4,0,0,0
EMP-2359,51,Female,Marketing,Content Strategist,PhD,10,87723,4,3.1,1,0,0,3
EMP-2360,38,Female,Finance,CFO,Bachelor's,4,121653,4,4.6,3,0,0,4
EMP-2361,42,Male,Marketing,SEO Specialist,Master's,11,79202,5,2.6,2,1,0,4
EMP-2362,45,Male,Operations,Logistics Coordinator,Master's,11,95047,1,4.6,3,0,0,6
EMP-2363,35,Male,Operations,Supply Chain Analyst,Bachelor's,14,106925,3,4.6,1,0,0,3
EMP-2364,29,Male,Sales,Sales Manager,Bachelor's,5,47167,4,2.2,5,0,0,1
EMP-2365,44,Male,Engineering,DevOps,Master's,7,160114,2,1.7,2,0,0,3
EMP-2366,27,Male,Finance,Accountant,Bachelor's,3,92205,1,2.5,3,1,0,2
EMP-2367,56,Male,Sales,Account Manager,High School,11,87679,4,3.8,1,1,0,2
EMP-2368,38,Non-binary,Sales,Sales Rep,Bachelor's,2,63851,1,3.1,2,1,0,2
EMP-2369,36,Female,Operations,Supply Chain Analyst,Master's,3,91298,2,1.2,2,1,0,1
EMP-2370,22,Male,Marketing,Marketing Analyst,High School,0,56984,1,2.6,3,1,0,0
EMP-2371,28,Male,HR,HR Manager,Master's,1,76686,2,2.9,2,0,0,1
EMP-2372,33,Female,Finance,Financial Analyst,Bachelor's,1,106577,5,2.9,4,1,0,1
EMP-2373,51,Female,Marketing,Marketing Analyst,Bachelor's,0,55516,1,3.4,3,0,0,0
EMP-2374,23,Female,Sales,Sales Rep,Bachelor's,1,57315,5,1.7,5,1,0,0
EMP-2375,24,Female,Engineering,DevOps,Bachelor's,3,95187,4,4.4,2,0,0,0
EMP-2376,30,Female,Engineering,Software Engineer,Bachelor's,1,85137,3,2.7,5,1,1,0
EMP-2377,54,Male,Marketing,Marketing Analyst,Bachelor's,13,116343,2,1.6,3,0,0,12
EMP-2378,59,Female,Engineering,DevOps,Bachelor's,0,88403,1,3.5,1,0,0,0
EMP-2379,58,Male,HR,HR Manager,Bachelor's,0,74468,4,3.9,2,0,0,0
EMP-2380,35,Female,Engineering,Data Engineer,PhD,1,112587,4,4.6,5,0,0,0
EMP-2381,40,Male,Marketing,Marketing Analyst,Master's,14,106970,1,4.5,2,0,0,2
EMP-2382,22,Male,Engineering,Software Engineer,Bachelor's,0,434504,3,1.1,2,0,0,0
EMP-2383,42,Male,Finance,CFO,Master's,4,79850,1,2.5,1,1,0,4
EMP-2384,37,Male,Marketing,SEO Specialist,Master's,4,59985,2,4.6,4,0,0,2
EMP-2385,49,Male,Sales,Sales Rep,Bachelor's,6,70677,3,3.2,3,0,0,2
EMP-2386,37,Female,Marketing,SEO Specialist,Bachelor's,2,54614,2,1.1,5,0,0,0
EMP-2387,56,Male,Marketing,Content Strategist,Bachelor's,2,90063,1,4.4,5,0,0,1
EMP-2388,57,Male,Operations,Supply Chain Analyst,Master's,13,107130,3,4.6,4,0,0,8
EMP-2389,55,Female,Operations,Logistics Coordinator,Bachelor's,9,93811,4,3.9,5,0,0,9
EMP-2390,57,Female,HR,Recruiter,Master's,5,67184,3,4.0,5,1,0,5
EMP-2391,38,Male,Engineering,DevOps,Bachelor's,16,107193,3,4.9,1,0,0,13
EMP-2392,57,Male,Sales,Sales Manager,Master's,12,104019,3,2.9,3,1,0,10
EMP-2393,29,Male,HR,HR Manager,Bachelor's,1,46928,4,2.6,4,0,0,0
EMP-2394,37,Female,Engineering,DevOps,Master's,8,141005,2,2.2,3,0,0,8
EMP-2395,32,Male,Sales,Sales Manager,Bachelor's,11,88177,4,4.4,4,1,1,4
EMP-2396,37,Female,Marketing,Content Strategist,PhD,10,95702,2,2.0,3,1,0,8
EMP-2397,54,Male,Finance,CFO,Bachelor's,11,101811,3,1.2,5,0,1,7
EMP-2398,29,Male,Engineering,Software Engineer,Master's,2,219398,3,4.2,1,0,0,1
EMP-2399,50,Male,Marketing,Marketing Analyst,Master's,13,109989,5,2.0,5,0,0,4
EMP-2400,57,Male,Sales,Sales Rep,Bachelor's,12,93507,5,2.5,3,0,1,0
EMP-2401,32,Female,Engineering,Data Engineer,Bachelor's,10,156397,1,1.8,5,1,0,0
EMP-2402,57,Female,Marketing,Marketing Analyst,PhD,20,89787,3,4.6,2,0,0,1
EMP-2403,37,Male,HR,Recruiter,Bachelor's,8,54672,4,2.1,3,0,0,6
EMP-2404,40,Female,Finance,CFO,Master's,2,76098,2,2.7,1,0,0,0
EMP-2405,35,Female,Marketing,SEO Specialist,Bachelor's,2,101704,2,1.6,2,0,0,0
EMP-2406,45,Male,Marketing,Marketing Analyst,Bachelor's,13,122097,2,1.5,3,1,0,10
EMP-2407,39,Female,HR,Recruiter,Master's,10,84211,2,2.3,2,0,0,0
EMP-2408,23,Male,Engineering,DevOps,Bachelor's,0,132137,4,2.9,2,0,0,0
EMP-2409,34,Female,HR,HR Coordinator,Bachelor's,11,78124,1,3.1,1,0,0,4
EMP-2410,54,Male,Engineering,DevOps,Master's,20,168166,2,1.5,4,1,0,18
EMP-2411,46,Female,Sales,Sales Manager,Master's,17,87995,5,2.9,5,0,0,6
EMP-2412,23,Female,Engineering,Software Engineer,Master's,0,85687,4,2.2,3,0,0,0
EMP-2413,45,Female,HR,HR Coordinator,High School,13,89295,3,1.5,2,0,0,7
EMP-2414,31,Female,Operations,Supply Chain Analyst,Master's,4,81757,3,3.8,2,0,0,2
EMP-2415,34,Male,Finance,Financial Analyst,Bachelor's,7,109658,1,2.4,1,0,0,0
EMP-2416,51,Female,Operations,Logistics Coordinator,Bachelor's,7,105761,3,2.5,3,0,0,0
EMP-2417,52,Female,Sales,Sales Manager,Master's,10,81409,2,3.9,1,0,0,4
EMP-2418,25,Male,HR,Recruiter,Master's,3,74253,4,3.1,1,0,0,0
EMP-2419,37,Female,Operations,Supply Chain Analyst,Bachelor's,10,68356,2,2.0,4,1,0,6
EMP-2420,31,Female,Marketing,Marketing Analyst,Bachelor's,8,67174,1,4.3,5,1,1,6
EMP-2421,25,Male,Marketing,Content Strategist,High School,2,93846,3,1.6,4,0,1,2
EMP-2422,44,Male,Marketing,Content Strategist,High School,8,62264,4,2.3,3,0,0,5
EMP-2423,29,Female,Sales,Sales Rep,Bachelor's,3,70607,1,1.2,3,0,0,2
EMP-2424,42,Male,Marketing,SEO Specialist,Bachelor's,9,75917,5,3.0,3,0,0,6
EMP-2425,43,Female,Sales,Account Manager,Bachelor's,7,71095,1,2.6,3,0,0,6
EMP-2426,54,Female,Operations,Supply Chain Analyst,Master's,6,104111,5,4.8,3,1,0,6
EMP-2427,34,Female,HR,HR Manager,Master's,7,49847,1,4.5,2,0,0,0
EMP-2428,38,Male,Sales,Sales Rep,Bachelor's,3,44984,1,1.6,5,0,0,0
EMP-2429,27,Female,Finance,Accountant,Master's,6,115801,1,4.7,1,1,0,3
EMP-2430,38,Male,Finance,CFO,Master's,17,139997,4,1.5,2,0,0,11
EMP-2431,41,Male,Engineering,Software Engineer,High School,17,177138,1,4.9,2,0,0,8
EMP-2432,56,Female,Marketing,Content Strategist,High School,7,86756,4,3.9,2,0,0,4
EMP-2433,34,Male,Operations,Logistics Coordinator,Bachelor's,9,67226,5,3.2,4,0,0,0
EMP-2434,54,Male,Operations,Operations Manager,Bachelor's,15,117544,4,3.4,2,0,0,3
EMP-2435,40,Female,Engineering,DevOps,PhD,13,156529,2,3.8,3,0,0,5
EMP-2436,51,Female,HR,HR Coordinator,Master's,7,89857,3,2.2,2,0,0,4
EMP-2437,40,Female,Finance,CFO,Bachelor's,3,111342,2,2.5,3,0,0,0
EMP-2438,54,Male,Engineering,Data Engineer,Bachelor's,19,113980,1,2.6,1,1,0,17
EMP-2439,54,Female,Sales,Sales Manager,High School,2,60740,4,2.4,3,0,0,0
EMP-2440,23,Male,Sales,Sales Rep,Master's,2,51739,1,2.7,1,0,1,2
EMP-2441,29,Female,Sales,Account Manager,Master's,5,85480,2,3.7,5,0,0,4
EMP-2442,54,Male,Engineering,Data Engineer,Bachelor's,17,119450,2,1.6,2,1,0,15
EMP-2443,30,Female,Engineering,QA Engineer,Master's,1,96296,4,1.7,5,0,0,1
EMP-2444,42,Female,Finance,Financial Analyst,PhD,8,97488,4,4.9,2,0,1,7
EMP-2445,49,Male,Finance,Financial Analyst,Master's,6,119841,1,3.8,5,0,0,5
EMP-2446,41,Female,Operations,Operations Manager,Master's,6,56585,1,3.3,5,0,0,6
EMP-2447,46,Male,Operations,Operations Manager,Bachelor's,13,63270,1,1.8,1,0,0,7
EMP-2448,52,Female,HR,HR Manager,Master's,9,79542,1,1.5,4,0,0,6
EMP-2449,51,Male,Sales,Sales Manager,Master's,13,82960,1,3.8,4,0,0,7
